選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
24:レビーラ,中,.203,3,1,13,10,2,0,.227,.281,.509,21,66.0,64,1,2,0,0,0,0,3,0,30
25:平田 良介,中,.200,10,1,15,11,3,0,.277,.280,.557,51,83.0,75,8,7,1,0,0,0,2,0,20
27:石橋 康太,中,.179,4,0,12,6,5,1,.203,.284,.486,31,75.0,67,3,2,0,0,0,0,1,2,11
28:京田 陽太,中,.172,8,3,22,13,5,1,.248,.297,.545,43,143.0,128,11,13,3,1,1,0,1,5,21
29:石垣 雅海,中,.162,6,3,11,8,0,0,.186,.294,.480,50,74.0,68,5,2,0,0,0,0,1,2,28
30:後藤 駿太,中,.160,4,0,8,5,1,2,.250,.260,.510,35,58.0,50,3,5,2,1,0,0,0,0,10
1:近本 光司,阪,.293,34,3,154,132,16,3,.352,.352,.704,132,580.0,525,71,41,7,35,30,1,7,3,63
2:中野 拓夢,阪,.276,25,6,157,132,16,3,.301,.346,.647,135,610.0,569,69,18,3,30,23,1,9,18,89
3:大山 悠輔,阪,.267,87,23,117,75,18,1,.358,.469,.827,124,510.0,439,54,64,6,1,0,5,17,6,103
4:佐藤 輝明,阪,.264,84,20,143,80,35,8,.328,.470,.798,143,603.0,541,70,56,4,14,11,7,5,12,137
5:糸原 健斗,阪,.247,36,3,110,94,12,1,.307,.299,.606,132,495.0,445,31,36,5,5,2,4,7,7,48
7:原口 文仁,阪,.324,10,2,23,19,2,0,.390,.437,.827,33,83.0,71,5,9,0,0,0,2,1,3,5
8:陽川 尚将,阪,.294,6,1,20,13,6,0,.351,.426,.778,45,75.0,68,6,4,2,0,0,0,0,1,20
9:島田 海吏,阪,.264,17,0,82,73,7,2,.303,.299,.602,123,339.0,311,36,15,3,26,21,1,3,2,56
10:マルテ,阪,.256,11,1,23,21,1,0,.324,.300,.624,33,102.0,90,8,8,2,0,0,2,1,1,19
12:山本 泰寛,阪,.249,15,2,45,39,4,0,.290,.304,.594,86,203.0,181,19,10,1,7,4,1,1,7,42
13:梅野 隆太郎,阪,.228,25,4,67,60,2,1,.298,.282,.581,100,331.0,294,26,35,0,3,2,1,16,1,77
14:糸井 嘉男,阪,.227,22,3,37,31,3,0,.302,.301,.603,62,182.0,163,12,18,2,0,0,1,3,1,29
15:ロハス・ジュニア,阪,.224,27,9,41,25,7,0,.322,.410,.732,89,211.0,183,19,23,5,0,0,1,4,0,53
16:木浪 聖也,阪,.204,6,1,19,14,4,0,.253,.280,.532,41,101.0,93,6,5,1,0,0,0,2,2,19
17:坂本 誠志郎,阪,.189,6,0,24,21,3,0,.285,.213,.497,60,151.0,127,5,15,4,0,0,0,1,0,26
18:髙山 俊,阪,.189,0,0,10,8,2,0,.218,.226,.445,38,56.0,53,1,2,0,2,2,0,0,1,12
19:小幡 竜平,阪,.188,5,1,13,11,1,0,.208,.246,.455,49,73.0,69,7,2,0,0,0,1,0,2,21
22:熊谷 敬宥,阪,.156,3,0,7,7,0,0,.152,.156,.308,63,52.0,45,8,0,0,12,7,1,0,1,10
23:ロドリゲス,阪,.154,9,2,10,6,2,0,.200,.277,.477,24,70.0,65,5,2,2,0,0,1,4,1,17
34:青柳 晃洋,阪,.140,2,0,7,7,0,0,.157,.140,.297,24,54.0,50,2,1,0,0,0,0,1,1,26
1:坂倉 将吾,広,.288,68,16,155,118,18,3,.352,.421,.773,143,599.0,539,73,49,10,3,2,4,14,14,81
2:マクブルーム,広,.272,74,17,122,80,25,0,.352,.442,.794,128,508.0,448,57,54,5,0,0,3,13,12,105
3:小園 海斗,広,.266,38,7,126,101,12,6,.300,.362,.662,127,511.0,473,57,26,1,4,2,5,11,13,76
4:菊池 涼介,広,.262,45,6,121,89,25,1,.300,.359,.659,123,522.0,462,51,24,2,5,2,2,7,3,70
5:西川 龍馬,広,.315,53,10,123,91,19,3,.366,.456,.822,97,424.0,390,60,34,2,4,2,2,8,1,74
6:野間 峻祥,広,.312,16,0,99,75,21,3,.347,.397,.745,85,338.0,317,42,16,1,12,7,0,5,4,53
7:上本 崇司,広,.307,18,2,80,68,9,1,.376,.372,.748,94,300.0,261,36,26,8,3,2,0,8,6,31
8:末包 昇大,広,.299,14,2,23,17,3,1,.300,.442,.742,31,80.0,77,9,1,0,0,0,2,2,1,20
9:秋山 翔吾,広,.265,26,5,41,29,6,1,.333,.413,.746,44,174.0,155,19,11,6,0,0,2,6,0,34
10:羽月 隆太郎,広,.245,10,0,23,16,5,2,.276,.340,.616,44,99.0,94,10,5,0,5,2,0,1,3,17
11:堂林 翔太,広,.243,28,8,62,38,16,0,.279,.400,.679,101,274.0,255,25,11,2,3,1,1,6,0,82
12:中村 健人,広,.240,10,3,29,23,3,0,.285,.339,.623,63,137.0,121,12,10,0,0,0,1,1,2,31
13:磯村 嘉孝,広,.237,15,3,27,19,5,0,.293,.360,.652,43,126.0,114,18,7,2,0,0,0,4,2,20
14:松山 竜平,広,.217,23,2,33,24,7,0,.265,.303,.568,88,166.0,152,9,12,0,0,0,3,2,2,22
15:長野 久義,広,.211,15,3,26,18,5,0,.269,.325,.594,58,134.0,123,11,10,0,2,2,1,3,0,34
16:會澤 翼,広,.207,33,3,60,47,10,0,.276,.272,.548,98,325.0,290,18,23,6,0,0,4,11,3,49
17:宇草 孔基,広,.205,6,1,18,15,2,0,.278,.261,.540,45,98.0,88,6,4,5,1,0,0,2,0,23
18:大盛 穂,広,.203,3,1,14,9,2,2,.276,.333,.610,52,76.0,69,8,6,1,2,0,0,2,0,17
20:矢野 雅哉,広,.194,5,2,13,11,0,0,.280,.284,.564,55,78.0,67,11,7,1,1,0,0,0,1,21
21:中村 奨成,広,.193,5,0,11,9,2,0,.207,.228,.435,27,58.0,57,1,1,0,0,0,0,0,1,8
29:森下 暢仁,広,.190,7,0,11,8,2,1,.203,.259,.462,27,65.0,58,4,1,0,0,0,0,0,0,14
1:源田 壮亮,西,.266,17,2,110,92,8,8,.317,.338,.655,108,456.0,414,39,30,1,16,12,0,6,6,72
2:山川 穂高,西,.266,90,41,119,61,17,0,.375,.578,.953,129,528.0,448,62,81,11,0,0,1,12,6,114
3:外崎 修汰,西,.215,47,12,103,63,25,3,.295,.356,.650,132,547.0,478,54,52,3,16,10,3,12,10,113
4:オグレディ,西,.213,46,15,86,47,24,0,.312,.384,.695,123,465.0,404,42,57,5,3,2,2,8,2,129
5:金子 侑司,西,.277,4,1,33,26,4,2,.323,.370,.693,44,128.0,119,12,8,0,6,3,0,0,1,25
6:栗山 巧,西,.264,29,3,63,46,14,0,.326,.360,.686,89,267.0,239,20,24,1,1,0,4,9,0,57
7:平沼 翔太,西,.260,3,1,19,16,1,1,.356,.342,.699,30,88.0,73,8,11,1,4,4,2,1,4,14
8:川越 誠司,西,.259,14,2,36,25,7,2,.346,.381,.727,50,159.0,139,10,19,1,4,2,1,1,0,41
9:森 友哉,西,.251,38,8,92,60,21,3,.328,.391,.718,102,412.0,366,45,41,1,2,2,1,11,6,66
10:鈴木 将平,西,.250,13,1,53,41,10,1,.279,.321,.600,58,227.0,212,14,9,0,5,1,1,2,3,24
11:愛斗,西,.243,28,9,89,61,19,0,.266,.369,.635,121,393.0,366,34,10,2,13,9,1,7,5,70
12:呉 念庭,西,.227,28,5,59,44,9,1,.322,.327,.649,94,301.0,260,25,37,1,2,2,3,3,6,54
13:滝澤 夏央,西,.224,4,0,19,16,2,1,.258,.271,.529,48,91.0,85,13,4,0,2,1,0,2,2,21
14:若林 楽人,西,.207,3,0,18,18,0,0,.258,.207,.465,28,95.0,87,5,4,2,4,3,0,0,0,34
15:岸 潤一郎,西,.205,7,2,15,10,1,2,.284,.356,.640,45,83.0,73,10,5,3,2,1,0,0,2,9
16:山田 遥楓,西,.200,9,0,16,14,2,0,.270,.225,.495,74,93.0,80,6,8,0,1,1,1,0,4,21
18:中村 剛也,西,.196,31,12,54,34,8,0,.241,.355,.597,88,294.0,276,24,14,3,0,0,1,7,2,76
19:ジャンセン・ウィティ,西,.192,13,2,23,16,5,0,.227,.283,.510,35,128.0,120,8,6,0,1,1,2,7,4,36
20:長谷川 信哉,西,.185,3,0,12,8,4,0,.221,.246,.467,37,68.0,65,6,3,0,3,2,0,1,0,21
21:柘植 世那,西,.173,5,1,18,12,5,0,.202,.250,.452,42,118.0,104,5,4,0,1,0,1,2,2,33
22:古賀 悠斗,西,.155,4,1,9,6,2,0,.265,.241,.506,26,71.0,58,3,10,0,0,0,1,1,0,16
1:松本 剛,日,.347,44,3,137,109,23,2,.398,.438,.836,117,445.0,395,48,37,4,26,21,4,13,0,42
2:清宮 幸太郎,日,.219,55,18,89,43,25,3,.305,.429,.734,129,461.0,406,52,47,6,9,4,2,6,10,113
3:近藤 健介,日,.302,41,8,98,63,26,1,.418,.462,.879,99,396.0,325,51,72,1,15,8,3,7,3,45
4:上川畑 大悟,日,.291,17,2,76,65,7,2,.360,.356,.716,80,301.0,261,22,21,7,18,8,0,3,3,45
6:野村 佑希,日,.279,36,6,97,65,24,2,.313,.411,.724,93,368.0,348,33,17,2,7,3,1,9,9,71
7:谷内 亮太,日,.268,12,1,41,31,9,0,.309,.346,.655,78,167.0,153,11,8,1,1,0,0,3,3,24
8:宇佐見 真吾,日,.256,24,5,55,40,10,0,.296,.372,.668,81,237.0,215,22,12,1,0,0,2,0,6,42
9:石井 一成,日,.236,32,6,70,46,12,6,.284,.378,.663,102,328.0,296,30,20,1,14,8,3,2,7,64
10:渡邉 諒,日,.233,2,0,14,8,4,2,.281,.367,.648,21,64.0,60,11,3,1,0,0,0,1,1,17
11:淺間 大基,日,.232,15,4,52,33,14,1,.267,.357,.624,75,240.0,224,20,11,0,15,12,1,3,2,55
12:古川 裕大,日,.229,1,0,22,19,3,0,.288,.260,.549,36,108.0,96,5,8,0,2,0,0,1,1,23
13:今川 優馬,日,.227,39,10,62,39,12,1,.290,.388,.679,94,309.0,273,34,21,7,8,4,4,6,2,70
14:中島 卓也,日,.223,8,0,29,25,3,1,.282,.262,.543,68,150.0,130,12,11,0,21,17,1,0,5,31
15:アルカンタラ,日,.209,28,14,55,35,6,0,.267,.392,.658,97,285.0,263,27,22,0,10,4,1,3,4,87
16:万波 中正,日,.203,40,14,60,34,10,2,.237,.392,.629,100,314.0,296,28,12,2,2,0,2,2,2,112
17:清水 優心,日,.194,3,0,12,11,1,0,.219,.210,.428,30,67.0,62,2,1,1,1,0,0,1,2,15
18:木村 文紀,日,.179,9,2,17,11,4,0,.218,.284,.502,38,101.0,95,7,4,1,1,0,1,1,0,39
19:ヌニエス,日,.174,12,4,29,17,7,1,.228,.299,.527,63,180.0,167,10,10,3,1,1,1,1,1,61
22:杉谷 拳士,日,.165,3,0,16,14,2,0,.229,.186,.414,51,109.0,97,9,8,0,0,0,0,0,1,21
23:石川 亮,日,.156,3,0,7,7,0,0,.191,.156,.347,23,52.0,45,3,2,0,0,0,0,1,2,7
25:郡 拓也,日,.125,6,2,7,4,1,0,.197,.250,.447,26,63.0,56,2,4,1,2,1,0,0,4,16
28:佐藤 龍世,日,.115,4,1,11,8,2,0,.175,.167,.341,37,106.0,96,5,7,0,0,0,0,1,3,23
30:梅林 優貴,日,.104,3,0,5,4,1,0,.122,.125,.247,22,51.0,48,2,1,0,0,0,0,0,0,19
1:髙部 瑛斗,ロ,.274,38,3,148,123,16,6,.324,.342,.666,137,608.0,541,66,37,6,54,44,3,12,3,103
2:中村 奨吾,ロ,.257,68,12,128,85,31,0,.354,.392,.746,138,596.0,498,52,73,10,21,15,9,13,9,86
3:荻野 貴司,ロ,.310,27,5,101,74,18,4,.375,.436,.811,89,373.0,326,51,30,7,18,15,5,7,1,30
4:安田 尚憲,ロ,.263,47,9,102,69,23,1,.343,.397,.740,119,440.0,388,33,45,4,3,1,3,10,6,86
5:角中 勝也,ロ,.256,11,1,33,28,4,0,.304,.310,.614,53,138.0,129,10,9,0,3,1,0,0,1,35
6:茶谷 健太,ロ,.248,9,1,34,27,5,1,.322,.321,.644,57,156.0,137,17,12,3,4,1,0,3,3,33
7:井上 晴哉,ロ,.246,34,7,49,28,14,0,.345,.422,.767,60,232.0,199,23,29,2,0,0,2,2,0,54
8:山口 航輝,ロ,.237,57,16,76,46,14,0,.295,.430,.725,102,349.0,321,40,23,4,1,1,1,8,0,84
9:エチェバリア,ロ,.222,20,2,54,39,13,0,.251,.300,.551,76,257.0,243,19,10,0,4,4,2,5,5,48
10:岡 大海,ロ,.217,19,6,45,26,11,2,.321,.377,.698,98,248.0,207,29,24,9,12,12,3,4,4,56
11:佐藤 都志也,ロ,.214,31,8,77,58,10,1,.260,.315,.574,118,402.0,359,35,22,3,6,5,6,11,4,63
12:菅野 剛士,ロ,.209,6,1,18,11,6,0,.269,.314,.583,41,93.0,86,6,7,0,0,0,0,1,0,20
13:藤原 恭大,ロ,.209,5,1,24,21,2,0,.272,.252,.524,49,126.0,115,10,10,1,9,9,0,1,2,23
15:レアード,ロ,.189,48,15,69,45,9,0,.237,.337,.574,112,396.0,365,24,21,6,0,0,6,9,1,92
17:藤岡 裕大,ロ,.176,1,0,12,10,2,0,.250,.206,.456,28,81.0,68,4,7,0,0,0,1,0,2,17
18:松川 虎生,ロ,.173,14,0,32,27,5,0,.245,.200,.445,76,212.0,185,12,18,0,1,1,1,7,5,60
21:マーティン,ロ,.163,25,9,36,20,7,0,.293,.317,.610,68,266.0,221,22,33,11,7,5,3,1,2,76
26:小川 龍成,ロ,.109,4,1,6,4,1,0,.275,.182,.457,68,77.0,55,15,12,1,5,4,1,0,3,18
1:島内 宏明,楽,.298,77,14,161,108,36,3,.373,.453,.826,142,613.0,541,59,64,4,8,5,3,16,0,82
2:辰己 涼介,楽,.271,35,11,111,83,14,3,.354,.401,.755,120,476.0,409,60,43,11,17,12,1,7,2,103
3:小深田 大翔,楽,.267,29,2,113,90,16,5,.328,.342,.670,118,479.0,424,54,37,3,28,21,3,6,10,65
4:鈴木 大地,楽,.257,35,5,105,81,19,0,.344,.341,.685,125,477.0,408,39,38,18,6,4,4,11,4,52
5:浅村 栄斗,楽,.252,86,27,134,90,17,0,.365,.436,.801,143,633.0,532,73,99,5,7,4,4,13,6,137
6:西川 遥輝,楽,.218,37,7,81,53,17,4,.342,.341,.683,108,451.0,372,58,68,3,20,19,2,2,1,103
8:銀次,楽,.261,26,0,62,56,6,0,.335,.286,.620,83,271.0,238,18,30,0,0,0,3,5,1,31
9:武藤 敦貴,楽,.250,9,1,22,16,2,3,.323,.375,.698,43,99.0,88,11,8,2,6,1,1,1,1,28
10:ギッテンス,楽,.242,8,0,15,13,2,0,.365,.274,.639,21,74.0,62,4,11,1,0,0,0,0,0,25
11:渡邊 佳明,楽,.242,17,1,37,33,1,2,.295,.294,.589,60,168.0,153,14,12,0,4,2,1,2,3,24
12:炭谷 銀仁朗,楽,.237,18,4,60,52,4,0,.293,.300,.593,98,288.0,253,21,18,2,3,0,0,10,1,52
13:茂木 栄五郎,楽,.223,30,9,53,31,12,1,.300,.395,.695,73,268.0,238,26,27,0,4,4,2,3,4,74
14:黒川 史陽,楽,.222,2,0,14,11,3,0,.296,.270,.566,17,71.0,63,4,7,0,1,0,1,1,0,9
15:岡島 豪郎,楽,.214,25,3,39,25,8,3,.264,.341,.605,53,199.0,182,20,11,3,3,2,2,6,3,27
16:太田 光,楽,.214,18,3,31,24,4,0,.325,.303,.629,71,182.0,145,10,22,3,1,1,0,3,2,46
17:マルモレホス,楽,.208,28,7,42,29,6,0,.278,.342,.620,58,223.0,202,14,20,0,0,0,1,3,0,68
18:山﨑 剛,楽,.203,13,3,38,24,6,5,.280,.337,.617,79,218.0,187,19,17,3,19,15,0,3,6,46
23:田中 和基,楽,.143,5,1,9,5,3,0,.229,.238,.467,77,70.0,63,10,6,1,8,6,0,4,0,25
1:吉田 正尚,オ,.335,88,21,138,88,28,1,.447,.561,1.008,119,508.0,412,56,98,9,4,4,7,11,0,41
2:中川 圭太,オ,.283,51,8,120,78,25,9,.326,.441,.767,110,468.0,424,54,28,4,13,11,6,5,4,79
3:宗 佑磨,オ,.271,43,5,127,98,23,1,.341,.356,.697,130,537.0,469,55,47,8,9,4,6,11,11,81
4:福田 周平,オ,.268,24,0,120,103,11,6,.328,.319,.647,118,502.0,448,65,32,8,16,9,0,8,4,50
5:紅林 弘太郎,オ,.224,32,6,101,73,20,2,.275,.318,.593,130,495.0,450,35,27,6,4,2,2,14,11,71
6:西野 真弘,オ,.289,8,0,33,27,5,1,.339,.351,.690,43,130.0,114,10,8,1,0,0,1,4,0,13
7:若月 健矢,オ,.281,14,4,48,37,7,0,.326,.392,.718,68,193.0,171,16,9,3,4,3,1,5,5,34
8:安達 了一,オ,.262,18,1,54,45,7,1,.349,.320,.669,65,243.0,206,19,26,2,3,3,1,3,4,46
11:大城 滉二,オ,.244,6,2,22,16,4,0,.333,.356,.689,57,110.0,90,9,12,0,2,2,0,2,1,25
12:杉本 裕太郎,オ,.235,51,15,89,58,15,1,.324,.398,.722,105,433.0,379,37,42,11,8,4,2,9,2,135
13:伏見 寅威,オ,.229,21,3,47,31,12,1,.274,.341,.615,76,235.0,205,16,8,5,3,2,1,7,1,42
14:頓宮 裕真,オ,.226,34,11,53,25,17,0,.311,.440,.751,81,271.0,234,23,23,8,0,0,5,6,2,51
15:野口 智哉,オ,.226,6,1,35,28,6,0,.277,.284,.561,54,167.0,155,15,10,2,1,0,0,3,5,56
16:マッカーシー,オ,.225,19,4,40,28,7,1,.344,.343,.687,59,212.0,178,17,26,7,0,0,1,2,1,58
17:佐野 皓大,オ,.224,9,2,24,16,6,0,.252,.336,.589,78,118.0,107,12,4,0,10,5,0,0,1,29
19:バレラ,オ,.205,6,1,23,17,5,0,.294,.277,.570,37,127.0,112,7,13,1,1,0,0,3,4,11
20:太田 椋,オ,.196,5,1,18,11,6,0,.245,.293,.538,32,101.0,92,7,6,0,0,0,0,0,1,22
21:後藤 駿太,オ,.184,2,0,9,8,0,1,.231,.224,.455,26,52.0,49,5,2,1,3,1,0,0,0,15
22:山足 達也,オ,.182,2,1,8,6,1,0,.234,.273,.507,39,51.0,44,8,3,0,1,1,0,1,0,11
26:T-岡田,オ,.149,10,1,13,8,4,0,.211,.230,.440,36,95.0,87,1,7,0,0,0,1,1,1,28
27:ラベロ,オ,.138,2,1,8,6,1,0,.296,.207,.503,24,71.0,58,4,11,2,0,0,0,3,1,20
1:今宮 健太,ソ,.296,47,7,133,96,30,0,.352,.409,.761,130,510.0,450,56,37,3,7,3,1,14,7,71
2:柳田 悠岐,ソ,.275,79,24,120,77,18,1,.344,.485,.829,117,491.0,437,63,49,6,5,2,5,6,4,106
