選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
3:村上 宗隆,ヤ,.278,112,39,139,73,27,0,.408,.566,.974,143,615.0,500,82,112,6,19,12,3,12,13,133
4:山田 哲人,ヤ,.272,101,34,134,82,18,0,.370,.515,.885,137,581.0,493,84,76,5,7,4,7,10,5,100
5:オスナ,ヤ,.258,60,13,121,82,24,2,.293,.401,.694,120,495.0,469,42,24,2,3,3,2,18,12,80
6:青木 宣親,ヤ,.258,56,9,115,77,29,0,.335,.383,.719,122,501.0,446,57,44,10,0,0,2,10,5,44
8:川端 慎吾,ヤ,.372,18,1,32,25,5,1,.419,.488,.908,91,93.0,86,8,8,0,0,0,0,2,1,16
10:サンタナ,ヤ,.290,62,19,108,65,23,1,.366,.511,.877,116,418.0,372,39,44,3,2,2,1,12,2,103
11:宮本 丈,ヤ,.286,8,1,20,15,4,0,.395,.386,.781,62,92.0,70,9,12,2,1,0,2,0,0,10
12:元山 飛優,ヤ,.255,17,3,53,46,1,3,.322,.332,.653,97,235.0,208,20,20,4,3,2,1,7,4,42
15:山崎 晃大朗,ヤ,.247,12,1,53,39,10,3,.311,.335,.646,114,245.0,215,41,19,1,10,8,0,0,1,53
16:吉田 大成,ヤ,.225,2,1,9,7,1,0,.392,.325,.717,18,52.0,40,8,11,0,3,2,0,1,2,10
17:古賀 優大,ヤ,.224,7,0,26,24,2,0,.256,.241,.498,54,125.0,116,12,5,1,0,0,0,1,1,16
18:西浦 直亨,ヤ,.223,24,5,54,40,9,0,.298,.322,.620,92,276.0,242,27,27,3,2,1,3,8,10,60
19:太田 賢吾,ヤ,.222,5,0,16,11,5,0,.269,.292,.561,29,79.0,72,4,5,0,3,3,1,3,1,18
20:内川 聖一,ヤ,.208,2,0,11,10,1,0,.250,.226,.476,38,56.0,53,3,3,1,0,0,0,3,1,12
21:荒木 貴裕,ヤ,.200,5,0,11,11,0,0,.262,.200,.462,100,67.0,55,10,4,1,3,2,1,0,1,9
24:坂口 智隆,ヤ,.160,0,0,8,7,1,0,.250,.180,.430,25,57.0,50,7,4,2,3,0,0,0,0,12
1:牧 秀悟,Ｄ,.314,71,22,153,93,35,3,.356,.534,.890,137,523.0,487,73,28,6,3,2,2,16,8,85
2:桑原 将志,Ｄ,.310,43,14,161,106,39,2,.369,.474,.843,135,571.0,519,84,45,4,19,12,0,12,3,75
3:佐野 恵太,Ｄ,.303,72,17,165,112,34,2,.376,.466,.842,143,615.0,545,73,62,5,1,0,4,14,4,73
4:宮﨑 敏郎,Ｄ,.301,73,16,156,108,32,0,.353,.455,.808,141,569.0,519,61,44,4,0,0,5,15,5,53
5:ソト,Ｄ,.234,62,21,96,56,18,1,.302,.437,.738,123,451.0,410,42,39,5,0,0,1,12,4,116
6:オースティン,Ｄ,.303,74,28,113,59,25,1,.405,.601,1.006,107,439.0,373,60,62,5,1,1,1,9,1,111
7:楠本 泰史,Ｄ,.254,18,2,29,20,7,0,.323,.368,.691,75,127.0,114,9,11,2,5,1,1,1,0,23
8:大和,Ｄ,.252,26,2,68,53,13,0,.300,.322,.622,106,294.0,270,18,22,0,3,1,1,7,11,44
10:柴田 竜拓,Ｄ,.234,15,2,52,35,15,0,.313,.329,.642,85,266.0,222,21,27,1,2,1,3,1,8,39
11:関根 大気,Ｄ,.226,4,1,28,21,6,0,.284,.298,.582,103,139.0,124,17,9,1,2,2,0,2,1,27
12:戸柱 恭孝,Ｄ,.220,14,3,28,19,5,1,.250,.346,.596,56,135.0,127,10,4,1,0,0,0,3,0,18
13:伊藤 光,Ｄ,.213,13,2,34,26,6,0,.294,.288,.582,53,192.0,160,14,17,2,2,1,1,3,2,43
15:倉本 寿彦,Ｄ,.208,6,0,15,15,0,0,.230,.208,.438,46,74.0,72,5,2,0,0,0,0,2,0,17
16:山下 幸輝,Ｄ,.200,4,0,10,9,1,0,.231,.220,.451,46,52.0,50,3,2,0,0,0,0,0,1,7
19:森 敬斗,Ｄ,.194,5,0,20,14,4,2,.241,.272,.513,44,113.0,103,15,7,0,6,4,2,1,6,30
20:神里 和毅,Ｄ,.191,15,4,21,14,3,0,.231,.327,.558,88,118.0,110,13,7,0,7,4,1,1,0,49
21:嶺井 博希,Ｄ,.189,7,0,14,10,4,0,.250,.243,.493,36,80.0,74,1,4,2,0,0,0,1,0,24
25:田中 俊太,Ｄ,.146,8,0,7,7,0,0,.246,.146,.391,58,60.0,48,10,7,0,1,0,2,0,3,16
27:山本 祐大,Ｄ,.131,4,1,13,10,2,0,.173,.182,.355,51,111.0,99,4,4,1,0,0,0,0,4,27
1:大島 洋平,中,.292,34,1,160,135,19,5,.345,.350,.695,141,596.0,548,54,47,3,24,16,2,4,1,60
2:ビシエド,中,.275,70,17,132,91,23,1,.333,.433,.766,130,526.0,480,44,44,8,3,1,3,15,7,56
3:高橋 周平,中,.259,39,5,123,91,27,0,.315,.347,.663,137,520.0,475,40,44,1,1,1,4,21,8,79
4:京田 陽太,中,.257,24,3,105,91,7,4,.302,.315,.618,113,448.0,409,41,21,7,11,6,3,5,7,75
7:木下 拓哉,中,.270,43,11,95,67,17,0,.336,.412,.748,123,393.0,352,33,39,1,2,1,2,11,2,58
9:岡林 勇希,中,.254,4,0,15,11,4,0,.262,.322,.584,24,62.0,59,6,1,0,2,2,1,1,0,13
10:桂 依央利,中,.254,7,1,18,11,4,2,.274,.408,.682,36,75.0,71,6,1,1,0,0,0,2,2,24
11:髙松 渡,中,.250,4,0,28,27,1,0,.274,.259,.532,78,123.0,112,18,3,1,24,15,1,0,4,35
12:A.マルティネス,中,.244,7,2,20,18,0,0,.340,.317,.657,48,94.0,82,7,12,2,1,0,0,1,0,30
13:福田 永将,中,.244,28,8,68,37,21,2,.305,.419,.724,110,305.0,279,21,22,3,3,1,1,6,0,49
14:三ツ俣 大樹,中,.222,11,1,26,19,5,1,.272,.308,.580,58,138.0,117,8,7,1,0,0,0,0,3,27
15:堂上 直倫,中,.219,25,5,48,33,10,0,.248,.333,.581,75,234.0,219,15,9,0,1,1,2,12,3,42
16:井領 雅貴,中,.219,2,1,14,9,3,1,.265,.344,.608,38,68.0,64,6,4,0,0,0,0,2,0,19
17:福留 孝介,中,.218,18,4,42,26,12,0,.301,.342,.643,91,216.0,193,17,24,0,0,0,0,5,0,56
18:渡辺 勝,中,.210,11,2,25,21,2,0,.266,.277,.543,48,134.0,119,13,9,0,6,3,0,1,1,25
19:阿部 寿樹,中,.209,16,5,45,30,10,0,.271,.326,.597,66,240.0,215,18,19,0,1,0,2,8,0,36
20:加藤 翔平,中,.209,2,1,23,20,2,0,.281,.255,.536,55,128.0,110,13,11,0,9,8,0,2,1,19
21:根尾 昂,中,.178,16,1,30,24,4,1,.251,.231,.482,72,188.0,169,12,15,2,3,0,1,2,3,53
22:平田 良介,中,.155,4,0,9,5,2,2,.210,.259,.468,21,62.0,58,3,3,1,1,1,0,1,0,13
33:柳 裕也,中,.130,3,0,6,5,1,0,.146,.152,.298,26,58.0,46,3,1,0,0,0,1,0,0,22
1:近本 光司,阪,.313,50,10,178,130,33,5,.354,.441,.795,140,612.0,569,91,33,4,31,24,2,6,1,58
2:糸原 健斗,阪,.286,30,2,126,104,17,3,.347,.351,.698,125,488.0,441,34,41,2,11,6,3,9,7,61
3:中野 拓夢,阪,.273,36,1,127,107,15,4,.321,.328,.649,135,525.0,466,45,34,6,32,30,4,6,17,81
4:大山 悠輔,阪,.260,71,21,121,75,23,2,.313,.453,.765,129,512.0,466,55,38,2,3,2,7,15,10,89
5:マルテ,阪,.258,71,22,115,74,18,1,.367,.451,.818,128,526.0,446,55,77,4,0,0,2,16,8,72
6:サンズ,阪,.248,65,20,101,59,21,1,.328,.451,.779,120,461.0,408,47,54,1,2,1,3,11,9,89
7:佐藤 輝明,阪,.238,64,24,101,52,25,0,.284,.466,.749,126,455.0,425,56,29,3,8,6,2,2,4,173
8:梅野 隆太郎,阪,.225,33,3,91,70,15,3,.303,.300,.603,130,458.0,404,33,44,5,12,8,2,14,6,107
11:島田 海吏,阪,.243,9,0,17,14,3,0,.293,.286,.579,57,78.0,70,7,5,0,9,8,0,0,0,13
12:木浪 聖也,阪,.227,15,1,27,18,8,0,.269,.319,.589,92,132.0,119,9,7,1,0,0,3,1,5,20
13:ロハス・ジュニア,阪,.217,21,8,41,26,7,0,.282,.381,.663,60,206.0,189,18,15,2,4,1,0,3,2,58
14:糸井 嘉男,阪,.208,18,3,22,14,5,0,.269,.340,.609,77,119.0,106,8,9,1,1,1,3,4,0,37
15:原口 文仁,阪,.204,3,0,10,7,2,1,.328,.286,.613,56,58.0,49,3,5,4,0,0,0,0,1,12
16:北條 史也,阪,.200,6,1,10,7,2,0,.273,.300,.573,33,57.0,50,6,4,1,0,0,0,1,0,11
17:山本 泰寛,阪,.186,3,0,8,5,3,0,.294,.256,.550,69,51.0,43,8,6,1,2,2,1,0,3,10
18:坂本 誠志郎,阪,.185,6,1,12,8,2,1,.239,.292,.532,45,73.0,65,4,5,0,0,0,1,0,1,21
19:小野寺 暖,阪,.179,2,1,12,9,2,0,.247,.254,.500,34,73.0,67,7,5,1,0,0,0,2,0,19
20:陽川 尚将,阪,.174,6,2,8,5,1,0,.255,.326,.581,41,52.0,46,2,4,2,0,0,0,2,1,19
26:青柳 晃洋,阪,.163,2,0,7,6,1,0,.182,.186,.368,25,51.0,43,3,1,0,0,0,0,1,1,25
1:鈴木 誠也,広,.317,88,38,138,74,26,0,.433,.639,1.072,132,533.0,435,77,98,6,13,9,5,7,3,88
2:坂倉 将吾,広,.315,68,12,133,95,24,2,.390,.467,.857,132,484.0,422,58,52,4,7,4,5,9,9,60
3:小園 海斗,広,.298,35,5,134,105,18,6,.320,.399,.718,113,481.0,449,65,14,3,8,4,4,7,10,57
4:西川 龍馬,広,.286,60,12,144,112,19,1,.335,.399,.733,137,551.0,504,57,38,2,4,3,4,14,2,70
5:菊池 涼介,広,.277,60,16,137,96,23,2,.333,.429,.762,132,542.0,494,64,44,1,6,1,3,8,5,86
6:宇草 孔基,広,.291,14,4,43,31,7,1,.331,.432,.764,43,158.0,148,18,6,3,11,6,0,1,0,42
7:中村 奨成,広,.283,5,2,15,10,3,0,.377,.453,.830,39,61.0,53,15,8,0,3,3,0,0,2,15
8:上本 崇司,広,.273,2,0,15,13,2,0,.382,.309,.691,63,68.0,55,20,5,6,4,2,2,0,0,10
9:野間 峻祥,広,.272,12,2,68,57,7,2,.323,.340,.663,74,270.0,250,27,17,2,10,9,0,3,1,29
11:林 晃汰,広,.266,40,10,95,70,15,0,.301,.392,.693,102,376.0,357,26,19,2,1,0,1,9,12,93
12:松山 竜平,広,.263,29,2,46,34,10,0,.325,.354,.679,85,194.0,175,9,17,0,0,0,2,4,5,22
13:會澤 翼,広,.256,22,3,46,33,10,0,.325,.361,.686,70,204.0,180,18,18,4,0,0,3,8,1,33
14:羽月 隆太郎,広,.255,11,1,26,20,3,2,.309,.353,.662,39,117.0,102,16,8,0,7,6,0,0,1,26
15:安部 友裕,広,.252,12,1,38,32,5,0,.320,.305,.624,85,170.0,151,8,17,1,3,2,2,2,4,47
16:石原 貴規,広,.239,12,4,27,22,1,0,.293,.354,.647,60,125.0,113,8,10,0,1,1,1,7,0,24
17:クロン,広,.231,16,6,30,16,8,0,.270,.431,.701,42,137.0,130,10,6,1,0,0,0,2,3,47
19:長野 久義,広,.216,13,2,27,22,3,0,.300,.288,.588,71,140.0,125,6,14,1,1,1,0,2,1,30
20:田中 広輔,広,.206,8,2,28,22,4,0,.308,.279,.587,81,160.0,136,12,18,2,4,1,0,0,5,23
21:堂林 翔太,広,.190,5,0,26,20,6,0,.213,.234,.446,70,143.0,137,12,3,1,3,2,0,4,2,34
31:大瀬良 大地,広,.100,1,0,4,4,0,0,.182,.100,.282,23,51.0,40,3,4,0,0,0,0,0,1,18
32:森下 暢仁,広,.065,1,0,3,3,0,0,.085,.065,.150,24,57.0,46,1,1,0,0,0,0,1,0,19
33:九里 亜蓮,広,.023,0,0,1,1,0,0,.023,.023,.047,25,51.0,43,0,0,0,0,0,0,0,3,33
1:森 友哉,西,.309,40,11,133,88,32,2,.420,.469,.889,125,520.0,431,70,82,6,6,5,3,4,6,65
2:中村 剛也,西,.284,74,18,122,91,13,0,.343,.440,.783,123,475.0,430,50,42,2,0,0,4,12,3,114
3:源田 壮亮,西,.272,29,2,126,102,15,7,.319,.347,.666,119,516.0,464,60,31,2,33,24,2,5,8,67
4:栗山 巧,西,.251,43,4,97,78,15,0,.334,.320,.654,117,446.0,387,33,50,3,1,1,7,11,0,58
5:呉 念庭,西,.238,48,10,101,74,17,0,.310,.348,.658,130,478.0,425,43,44,3,5,3,3,3,3,70
7:若林 楽人,西,.278,10,2,40,29,8,1,.340,.389,.729,44,161.0,144,14,10,4,23,20,1,3,1,41
8:ブランドン,西,.247,8,3,20,10,7,0,.253,.444,.697,32,84.0,81,9,0,1,0,0,1,3,0,21
9:スパンジェンバーグ,西,.232,27,7,42,25,7,3,.340,.420,.760,61,212.0,181,30,27,3,6,3,1,5,5,64
10:山川 穂高,西,.232,66,24,83,46,13,0,.321,.469,.791,110,414.0,358,42,43,7,0,0,6,7,4,101
11:川越 誠司,西,.225,11,5,36,27,3,1,.283,.350,.633,63,174.0,160,12,12,1,1,1,0,2,2,44
12:外崎 修汰,西,.220,19,5,56,37,14,0,.316,.335,.651,73,300.0,254,30,35,2,14,9,3,1,5,54
13:岸 潤一郎,西,.220,30,9,67,48,9,1,.263,.345,.609,100,338.0,304,29,13,5,3,2,1,10,3,49
14:愛斗,西,.219,39,8,64,36,18,2,.265,.377,.642,97,316.0,292,24,15,6,3,1,2,5,2,60
15:柘植 世那,西,.215,8,1,14,11,2,0,.243,.292,.535,35,72.0,65,6,3,0,0,0,2,4,0,19
16:山田 遥楓,西,.197,18,0,29,22,6,1,.258,.252,.509,98,173.0,147,14,13,0,1,1,3,1,5,41
18:金子 侑司,西,.192,9,0,38,30,7,1,.243,.237,.480,101,220.0,198,24,12,2,18,9,2,7,0,39
19:木村 文紀,西,.180,3,0,9,7,2,0,.222,.220,.442,20,56.0,50,4,3,0,0,0,1,0,0,18
23:岡田 雅利,西,.119,2,1,5,3,1,0,.229,.214,.443,34,55.0,42,3,4,2,0,0,0,0,0,5
1:近藤 健介,日,.298,69,11,133,81,37,4,.413,.472,.885,133,545.0,447,61,91,4,5,4,6,11,2,84
2:淺間 大基,日,.251,31,5,103,79,17,2,.308,.338,.646,128,458.0,411,42,33,5,12,8,4,5,0,115
3:西川 遥輝,日,.233,35,3,104,77,19,5,.362,.318,.680,130,547.0,447,68,90,4,35,24,4,3,2,99
4:野村 佑希,日,.267,37,7,99,79,12,1,.303,.361,.664,99,394.0,371,30,16,4,1,0,2,7,16,90
6:髙濱 祐仁,日,.262,43,8,96,66,21,1,.305,.390,.695,107,404.0,367,34,24,1,2,2,2,10,5,82
7:松本 剛,日,.261,2,0,24,22,2,0,.333,.283,.616,47,104.0,92,13,8,2,3,1,0,2,0,13
8:王 柏融,日,.242,48,9,61,32,20,0,.322,.429,.750,95,283.0,252,22,25,5,1,1,1,4,0,70
9:渡邉 諒,日,.242,29,3,68,52,13,0,.327,.320,.647,83,325.0,281,21,31,7,5,5,3,12,7,72
10:石井 一成,日,.225,19,4,64,45,11,4,.280,.335,.615,111,321.0,284,25,22,0,13,8,1,2,8,87
11:五十幡 亮汰,日,.225,5,1,18,13,3,1,.244,.325,.569,27,84.0,80,13,2,0,10,9,0,0,0,19
12:佐藤 龍世,日,.219,6,0,23,21,2,0,.284,.238,.523,40,117.0,105,8,10,0,1,1,1,1,5,35
13:樋口 龍之介,日,.212,3,0,11,8,3,0,.241,.269,.510,22,54.0,52,1,0,2,0,0,0,3,0,19
14:清水 優心,日,.206,18,4,44,34,6,0,.294,.290,.584,100,256.0,214,19,28,0,0,0,3,3,2,60
15:大田 泰示,日,.204,20,3,39,29,5,2,.257,.298,.556,76,206.0,191,11,17,0,2,1,1,10,1,50
17:万波 中正,日,.198,13,5,25,10,9,1,.233,.405,.638,49,133.0,126,12,4,2,1,0,1,3,1,53
18:R.ロドリゲス,日,.197,12,6,24,9,8,1,.216,.426,.642,50,125.0,122,11,3,0,1,1,0,2,3,38
19:平沼 翔太,日,.194,3,0,14,10,3,1,.284,.264,.548,32,85.0,72,4,8,1,0,0,0,0,2,18
20:中田 翔,日,.193,13,4,26,19,3,0,.273,.304,.577,39,150.0,135,13,14,1,0,0,0,4,1,31
21:郡 拓也,日,.188,4,0,13,10,3,0,.263,.232,.495,33,77.0,69,4,6,1,2,1,0,1,1,23
22:中島 卓也,日,.186,1,0,18,18,0,0,.275,.186,.461,67,117.0,97,11,12,0,9,7,0,0,5,29
23:石川 亮,日,.185,7,0,20,18,2,0,.214,.204,.418,60,123.0,108,6,4,0,1,0,0,3,4,21
26:杉谷 拳士,日,.117,9,2,9,4,2,1,.253,.247,.500,54,93.0,77,10,10,4,4,2,0,2,1,27
27:宇佐見 真吾,日,.116,2,1,5,4,0,0,.269,.186,.455,32,57.0,43,2,8,1,0,0,0,2,0,16
1:荻野 貴司,ロ,.296,45,10,169,121,33,5,.367,.425,.791,143,643.0,570,86,53,12,35,24,3,5,0,70
2:中村 奨吾,ロ,.283,67,9,143,96,36,2,.382,.415,.797,143,615.0,506,78,77,10,19,12,8,8,9,90
3:レアード,ロ,.262,95,29,127,80,18,0,.330,.478,.809,136,545.0,485,57,54,3,1,0,7,15,11,109
4:藤岡 裕大,ロ,.255,37,3,110,83,21,3,.320,.338,.658,137,493.0,432,41,42,2,13,10,1,7,9,95
5:マーティン,ロ,.233,75,27,97,40,30,0,.355,.500,.855,116,499.0,416,66,73,10,5,4,3,9,2,132
7:角中 勝也,ロ,.244,29,0,67,47,19,1,.343,.320,.663,107,326.0,275,33,43,4,1,1,5,4,0,51
8:岡 大海,ロ,.242,18,6,39,27,6,0,.322,.391,.714,110,185.0,161,31,15,5,12,11,0,6,0,44
9:安田 尚憲,ロ,.242,55,8,85,60,16,1,.323,.362,.685,115,399.0,351,27,43,1,0,0,4,5,8,82
10:田村 龍弘,ロ,.235,14,0,32,24,7,1,.316,.301,.618,70,165.0,136,14,17,0,1,1,2,1,1,33
12:藤原 恭大,ロ,.217,22,5,47,29,12,1,.301,.350,.651,78,254.0,217,27,23,5,9,7,4,3,0,55
13:山口 航輝,ロ,.207,20,9,42,29,3,1,.294,.365,.658,78,228.0,203,20,25,0,1,0,0,5,2,53
14:佐藤 都志也,ロ,.205,18,6,27,16,4,1,.284,.386,.670,62,155.0,132,16,15,1,3,3,1,0,2,30
15:エチェバリア,ロ,.203,24,4,42,27,11,0,.222,.314,.536,79,216.0,207,16,6,0,1,0,3,6,8,40
16:井上 晴哉,ロ,.196,6,1,10,8,1,0,.226,.275,.501,23,53.0,51,1,1,1,0,0,0,4,2,8
17:菅野 剛士,ロ,.194,5,2,13,7,4,0,.260,.343,.604,33,75.0,67,8,5,1,1,1,0,4,1,20
18:鳥谷 敬,ロ,.170,2,0,9,6,3,0,.279,.226,.505,32,61.0,53,7,9,0,0,0,0,0,2,11
20:髙部 瑛斗,ロ,.145,6,1,8,6,1,0,.242,.218,.460,33,69.0,55,6,7,0,4,4,0,1,0,19
21:柿沼 友哉,ロ,.143,4,1,7,5,1,0,.236,.224,.461,43,65.0,49,3,6,0,1,0,0,4,2,12
25:加藤 匠馬,ロ,.095,4,2,10,6,2,0,.128,.171,.300,57,123.0,105,6,4,0,1,0,0,1,1,52
1:岡島 豪郎,楽,.280,56,8,129,87,30,4,.331,.414,.745,126,507.0,461,40,29,9,9,3,4,9,2,94
2:鈴木 大地,楽,.277,53,10,153,121,19,3,.343,.377,.720,143,628.0,552,70,52,6,5,3,5,12,8,51
3:浅村 栄斗,楽,.269,67,18,130,93,18,1,.395,.422,.817,143,595.0,483,70,106,4,1,1,7,24,8,96
4:茂木 栄五郎,楽,.259,53,14,106,69,19,4,.343,.427,.770,120,466.0,410,50,48,6,11,6,2,6,5,107
5:島内 宏明,楽,.257,96,21,125,65,34,5,.385,.477,.863,141,599.0,486,64,99,8,4,2,6,15,2,87
6:小深田 大翔,楽,.248,21,3,97,81,10,3,.328,.312,.640,121,455.0,391,60,44,3,10,5,1,1,12,65
7:辰己 涼介,楽,.225,32,10,84,60,13,1,.326,.345,.671,130,443.0,374,49,51,6,12,6,1,7,2,99
8:銀次,楽,.286,3,0,26,25,1,0,.381,.297,.678,35,105.0,91,5,15,0,0,0,0,2,0,11
9:渡邊 佳明,楽,.273,7,1,27,24,2,0,.351,.323,.675,45,113.0,99,12,11,1,1,0,0,3,3,19
11:山﨑 剛,楽,.256,24,4,43,30,6,3,.326,.399,.725,56,194.0,168,29,16,3,6,4,1,5,3,41
13:カスティーヨ,楽,.225,3,1,16,14,1,0,.276,.282,.558,33,76.0,71,4,5,1,1,0,0,1,1,17
14:オコエ 瑠偉,楽,.223,6,0,21,20,1,0,.291,.234,.525,42,110.0,94,7,8,1,3,3,0,1,1,21
15:炭谷 銀仁朗,楽,.219,8,3,23,17,3,0,.272,.333,.605,51,124.0,105,11,7,1,1,0,1,3,1,24
16:内田 靖人,楽,.204,11,1,11,8,2,0,.220,.296,.517,25,60.0,54,2,1,1,0,0,3,1,1,19
17:太田 光,楽,.188,23,4,45,37,4,0,.260,.254,.515,107,281.0,240,25,17,7,2,1,1,2,3,64
18:黒川 史陽,楽,.187,8,1,14,11,2,0,.228,.253,.481,34,80.0,75,4,3,1,0,0,0,1,0,17
19:小郷 裕哉,楽,.182,6,2,14,8,3,1,.259,.325,.583,38,88.0,77,6,6,2,2,1,0,0,0,23
20:横尾 俊建,楽,.180,3,0,11,9,2,0,.254,.213,.467,30,68.0,61,1,0,6,0,0,0,2,0,8
22:ディクソン,楽,.167,15,4,18,10,3,1,.268,.324,.592,38,123.0,108,6,12,3,3,2,0,3,1,42
25:田中 和基,楽,.136,3,0,8,8,0,0,.239,.136,.374,61,67.0,59,5,7,1,0,0,0,0,2,16
1:吉田 正尚,オ,.339,72,21,132,88,22,1,.429,.563,.992,110,455.0,389,61,64,5,0,0,3,9,2,26
2:杉本 裕太郎,オ,.301,83,32,144,90,20,2,.378,.552,.931,134,542.0,478,73,55,10,6,3,3,15,5,116
3:福田 周平,オ,.275,21,1,112,96,14,1,.354,.321,.675,107,471.0,408,47,43,8,9,9,2,6,3,52
4:宗 佑磨,オ,.272,42,9,131,98,17,7,.335,.393,.728,139,543.0,481,71,34,13,12,8,2,15,7,62
5:紅林 弘太郎,オ,.228,48,10,102,68,22,2,.251,.353,.603,136,473.0,448,37,12,3,3,2,4,11,17,101
8:安達 了一,オ,.259,18,0,83,69,14,0,.351,.302,.653,100,382.0,321,36,46,0,9,5,1,7,9,65
9:T-岡田,オ,.241,63,17,86,52,16,1,.322,.434,.756,115,407.0,357,45,39,10,5,2,5,2,4,86
10:ジョーンズ,オ,.234,23,4,36,28,4,0,.339,.338,.677,72,180.0,154,10,23,3,0,0,1,7,0,35
11:頓宮 裕真,オ,.232,14,5,26,17,4,0,.298,.402,.700,46,125.0,112,11,8,3,0,0,1,0,2,41
12:モヤ,オ,.229,47,13,81,57,10,1,.261,.373,.634,106,375.0,354,26,20,0,1,1,4,11,2,81
13:伏見 寅威,オ,.218,25,4,52,36,11,1,.268,.324,.592,91,262.0,238,21,14,3,1,0,2,5,4,39
15:若月 健矢,オ,.214,16,5,25,16,4,0,.290,.376,.666,68,140.0,117,11,11,2,1,1,1,2,1,27
16:中川 圭太,オ,.212,7,1,33,28,3,1,.259,.263,.522,61,169.0,156,19,8,2,1,1,0,4,0,23
17:来田 涼斗,オ,.211,8,2,15,10,3,0,.250,.338,.588,23,76.0,71,5,5,1,3,1,1,1,2,30
18:大城 滉二,オ,.180,5,0,11,8,3,0,.242,.230,.472,49,71.0,61,4,3,2,1,1,0,2,5,14
19:太田 椋,オ,.172,9,3,26,21,2,0,.194,.245,.439,53,159.0,151,10,4,0,1,1,0,3,5,44
22:佐野 皓大,オ,.146,2,1,12,8,2,1,.167,.232,.398,67,87.0,82,15,1,1,10,8,0,0,2,26
1:柳田 悠岐,ソ,.300,80,28,155,89,36,2,.388,.541,.929,141,593.0,516,95,77,6,6,6,2,6,7,122
2:栗原 陵矢,ソ,.275,77,21,146,90,32,3,.339,.465,.804,143,596.0,531,71,54,2,9,7,7,9,3,90
3:中村 晃,ソ,.245,56,8,113,83,20,2,.344,.348,.692,139,552.0,462,49,73,3,2,1,6,8,1,59
4:甲斐 拓也,ソ,.227,44,12,92,65,15,0,.305,.353,.658,143,479.0,405,42,44,2,12,6,2,7,1,142
