選手名,球 団,打 率,打 点,本 塁 打,安 打 数,単 打,2 塁 打,3 塁 打,出 塁 率,長 打 率,O P S,試 合 数,打 席 数,打 数,得 点,四 球,死 球,企 盗 塁,盗 塁,犠 飛,併 殺,失 策,三 振
8:古賀 優大,ヤ,.294,2,1,20,18,1,0,.377,.353,.730,38,80.0,68,10,9,1,0,0,0,2,2,6
9:青木 宣親,ヤ,.253,19,3,55,44,8,0,.371,.332,.703,96,264.0,217,25,39,4,2,2,4,11,0,28
10:並木 秀尊,ヤ,.242,7,1,39,34,3,1,.282,.292,.574,82,174.0,161,37,8,1,17,15,0,2,2,33
11:山崎 晃大朗,ヤ,.241,3,0,33,31,2,0,.293,.255,.548,64,153.0,137,17,10,0,10,9,0,2,1,33
12:濱田 太貴,ヤ,.234,22,5,59,37,17,0,.290,.361,.652,103,276.0,252,30,19,1,5,4,0,6,0,60
13:山田 哲人,ヤ,.231,40,14,87,49,21,3,.306,.415,.721,105,422.0,376,43,39,3,4,4,4,8,6,102
14:内山 壮真,ヤ,.229,27,6,55,36,12,1,.290,.363,.653,94,269.0,240,20,19,2,3,3,1,7,0,37
15:中村 悠平,ヤ,.226,33,4,70,52,14,0,.313,.310,.622,106,376.0,310,24,33,8,1,0,4,6,0,59
16:宮本 丈,ヤ,.222,7,0,20,15,5,0,.368,.278,.646,65,123.0,90,11,17,5,1,1,2,4,1,18
17:武岡 龍世,ヤ,.219,8,1,35,29,3,2,.254,.281,.536,84,178.0,160,18,9,0,4,3,1,4,3,47
18:丸山 和郁,ヤ,.206,7,0,20,15,5,0,.252,.258,.510,67,106.0,97,13,6,0,10,7,0,1,1,27
1:宮﨑 敏郎,Ｄ,.326,71,20,133,86,27,0,.395,.539,.934,124,461.0,408,47,47,8,1,1,4,14,9,43
2:牧 秀悟,Ｄ,.293,103,29,164,93,39,3,.337,.530,.867,143,605.0,559,78,36,7,4,2,6,17,9,85
3:佐野 恵太,Ｄ,.264,65,13,148,107,26,2,.323,.388,.711,141,613.0,560,67,50,4,2,0,3,9,5,77
4:関根 大気,Ｄ,.261,31,4,126,102,17,3,.308,.334,.642,140,532.0,482,69,30,4,14,11,1,5,2,53
5:桑原 将志,Ｄ,.252,35,7,108,74,23,4,.301,.373,.674,132,479.0,429,48,23,10,11,3,6,11,3,54
7:山本 祐大,Ｄ,.277,16,3,48,37,7,1,.347,.382,.729,71,200.0,173,18,19,1,0,0,1,3,4,26
8:オースティン,Ｄ,.277,6,0,13,7,6,0,.352,.404,.756,22,54.0,47,5,6,0,0,0,1,0,0,13
9:戸柱 恭孝,Ｄ,.242,19,5,40,26,8,1,.296,.394,.690,70,181.0,165,11,14,0,0,0,1,6,1,30
10:大和,Ｄ,.235,18,0,50,46,4,0,.282,.254,.535,88,230.0,213,12,15,0,1,1,0,7,2,23
11:ソト,Ｄ,.234,50,14,83,47,22,0,.316,.415,.731,109,399.0,354,31,41,4,2,0,2,11,3,99
12:京田 陽太,Ｄ,.227,9,1,57,52,4,0,.302,.255,.557,93,287.0,251,31,26,2,5,3,0,6,6,33
13:梶原 昂希,Ｄ,.226,2,0,12,9,2,1,.241,.302,.543,21,54.0,53,1,1,0,2,1,0,1,0,18
14:伊藤 光,Ｄ,.225,8,1,36,27,8,0,.273,.294,.567,61,176.0,160,11,10,2,0,0,1,2,0,41
15:大田 泰示,Ｄ,.217,15,4,38,22,12,0,.263,.354,.618,75,186.0,175,18,9,2,0,0,0,2,1,49
16:林 琢真,Ｄ,.206,11,0,29,24,5,0,.235,.241,.476,65,154.0,141,12,6,0,10,7,2,2,7,29
17:楠本 泰史,Ｄ,.191,21,2,30,19,9,0,.253,.287,.539,94,176.0,157,14,11,3,0,0,3,2,0,35
20:神里 和毅,Ｄ,.163,3,0,8,6,1,1,.226,.224,.451,64,53.0,49,11,3,1,1,0,0,0,0,16
21:柴田 竜拓,Ｄ,.143,2,0,7,5,1,1,.300,.204,.504,86,66.0,49,7,9,2,1,0,0,0,2,9
22:蝦名 達夫,Ｄ,.140,0,0,6,5,1,0,.229,.163,.392,42,51.0,43,6,1,4,1,1,0,0,1,12
31:東 克樹,Ｄ,.128,5,0,6,5,1,0,.163,.149,.312,24,56.0,47,1,2,0,0,0,0,2,0,17
1:大島 洋平,中,.289,23,0,136,117,17,2,.316,.334,.650,130,494.0,470,34,16,5,7,6,3,7,2,43
2:岡林 勇希,中,.279,31,3,163,129,21,10,.324,.365,.688,143,633.0,584,61,40,0,20,12,1,11,6,89
3:細川 成也,中,.253,78,24,131,76,30,1,.326,.454,.780,140,576.0,518,62,52,8,0,0,1,17,4,161
4:石川 昂弥,中,.242,45,13,105,65,27,0,.282,.394,.676,121,464.0,434,32,24,4,0,0,4,10,15,69
6:宇佐見 真吾,中,.282,14,3,58,49,6,0,.339,.354,.694,69,226.0,206,12,18,1,0,0,0,4,3,47
7:石橋 康太,中,.257,9,2,18,10,6,0,.268,.429,.696,39,77.0,70,7,1,0,0,0,0,0,1,7
8:ビシエド,中,.244,23,6,77,62,9,0,.311,.330,.641,91,347.0,315,20,28,4,0,0,1,8,4,41
9:ブライト 健太,中,.241,4,0,14,12,0,2,.323,.310,.633,33,68.0,58,6,6,1,2,2,0,0,0,20
10:福永 裕基,中,.241,15,2,70,51,16,1,.289,.323,.612,97,325.0,291,30,22,2,4,2,5,9,4,62
11:木下 拓哉,中,.237,26,5,66,46,15,0,.313,.345,.658,89,315.0,278,19,32,1,0,0,1,4,1,55
12:カリステ,中,.233,13,5,38,25,8,0,.265,.374,.639,47,172.0,163,13,7,0,2,0,0,7,3,36
15:高橋 周平,中,.215,14,0,34,28,6,0,.271,.253,.524,86,172.0,158,1,12,1,1,1,0,5,3,41
17:村松 開人,中,.207,20,1,57,51,4,1,.252,.240,.492,98,304.0,275,20,15,2,3,1,2,2,10,49
18:アルモンテ,中,.189,2,1,10,8,1,0,.204,.264,.468,28,54.0,53,3,1,0,0,0,0,2,1,18
19:龍空,中,.187,18,1,51,45,3,2,.233,.223,.456,114,304.0,273,16,17,2,3,2,2,5,8,59
20:後藤 駿太,中,.182,6,0,8,5,3,0,.260,.250,.510,52,51.0,44,3,5,0,0,0,1,0,1,18
22:アキーノ,中,.154,6,1,10,5,4,0,.176,.262,.438,20,68.0,65,2,2,0,1,0,1,0,3,32
26:鵜飼 航丞,中,.143,5,3,13,9,1,0,.170,.253,.423,41,94.0,91,7,2,1,2,1,0,1,0,31
39:小笠原 慎之介,中,.106,2,0,5,4,1,0,.143,.128,.271,25,52.0,47,1,1,1,0,0,0,0,1,28
1:大山 悠輔,阪,.288,78,19,148,100,29,0,.403,.456,.859,143,625.0,513,80,104,5,6,3,8,13,9,120
2:近本 光司,阪,.285,54,8,143,99,24,12,.379,.429,.809,129,585.0,501,83,69,12,31,28,5,6,0,71
3:中野 拓夢,阪,.285,40,2,164,140,17,5,.349,.343,.692,143,660.0,575,80,59,2,32,20,5,5,9,107
4:木浪 聖也,阪,.267,41,1,109,85,22,1,.320,.333,.653,127,470.0,408,41,43,4,0,0,7,13,10,103
5:佐藤 輝明,阪,.263,92,24,128,68,30,6,.339,.498,.837,132,548.0,486,70,59,4,12,7,4,4,20,139
6:ノイジー,阪,.240,56,9,114,91,13,1,.295,.328,.623,133,516.0,475,42,36,2,0,0,3,13,6,85
7:小野寺 暖,阪,.347,11,0,26,22,2,2,.402,.427,.829,43,83.0,75,8,7,0,0,0,0,0,1,12
10:小幡 竜平,阪,.282,8,0,22,20,1,1,.349,.321,.669,47,91.0,78,12,12,0,4,3,0,0,4,23
11:前川 右京,阪,.255,7,0,24,19,3,2,.346,.330,.676,33,107.0,94,6,9,4,2,0,0,1,0,25
12:森下 翔太,阪,.237,41,10,79,54,14,1,.316,.375,.691,94,377.0,333,42,30,11,1,1,4,6,2,70
13:糸原 健斗,阪,.236,5,0,17,16,1,0,.337,.250,.587,69,83.0,72,1,10,2,0,0,0,1,0,16
15:坂本 誠志郎,阪,.226,21,0,55,49,5,1,.288,.255,.543,84,289.0,243,10,20,4,0,0,5,4,2,62
16:ミエセス,阪,.222,16,5,28,20,3,0,.301,.365,.666,60,143.0,126,11,15,1,0,0,2,3,2,45
18:梅野 隆太郎,阪,.194,19,1,42,37,4,0,.288,.226,.514,72,251.0,217,17,28,2,4,3,3,6,2,56
19:原口 文仁,阪,.192,8,2,10,7,1,0,.250,.327,.577,54,56.0,52,2,3,1,0,0,0,2,0,18
20:渡邉 諒,阪,.177,10,2,14,8,4,0,.224,.304,.527,59,85.0,79,8,6,0,0,0,1,5,3,18
21:島田 海吏,阪,.145,6,1,16,14,0,1,.217,.191,.408,101,121.0,110,12,7,3,8,7,0,4,4,26
28:伊藤 将司,阪,.116,2,0,5,5,0,0,.156,.116,.272,21,52.0,43,1,2,0,0,0,0,1,0,26
1:西川 龍馬,広,.305,56,9,127,97,20,1,.337,.423,.760,109,443.0,416,48,25,1,13,7,4,10,2,52
2:秋山 翔吾,広,.274,38,4,119,89,20,6,.333,.376,.709,115,483.0,434,48,38,4,11,8,1,12,4,81
3:坂倉 将吾,広,.266,44,12,105,73,19,1,.347,.410,.757,120,448.0,395,48,53,3,3,3,2,9,3,67
4:菊池 涼介,広,.258,27,5,114,92,17,0,.310,.330,.641,120,485.0,442,51,33,2,12,7,1,6,3,68
6:小園 海斗,広,.286,31,6,83,59,11,7,.315,.434,.749,80,306.0,290,25,11,2,12,8,0,7,9,38
7:野間 峻祥,広,.286,26,0,106,94,11,1,.351,.321,.672,108,418.0,371,37,33,5,11,5,1,10,5,51
8:末包 昇大,広,.273,27,11,38,21,6,0,.308,.554,.862,65,146.0,139,16,7,1,0,0,0,5,1,40
9:堂林 翔太,広,.273,35,12,71,46,13,0,.323,.462,.784,100,284.0,260,29,22,0,7,1,0,7,3,72
10:上本 崇司,広,.259,17,1,64,55,7,1,.317,.308,.625,84,276.0,247,20,12,9,10,8,0,1,8,46
11:松山 竜平,広,.252,27,0,36,27,9,0,.301,.315,.616,79,156.0,143,5,10,1,0,0,2,4,1,27
12:田中 広輔,広,.228,28,6,51,35,10,0,.308,.353,.661,111,253.0,224,28,27,1,8,2,0,6,7,48
13:マクブルーム,広,.221,31,6,50,32,12,0,.305,.354,.659,70,259.0,226,21,29,1,1,1,4,9,5,56
14:デビッドソン,広,.210,44,19,73,37,16,1,.273,.425,.698,112,381.0,348,34,23,9,1,0,2,11,11,120
15:林 晃汰,広,.207,5,1,12,7,4,0,.258,.328,.586,20,62.0,58,5,3,1,0,0,0,0,5,20
17:矢野 雅哉,広,.185,3,0,22,20,2,0,.269,.202,.470,93,146.0,119,22,15,0,7,7,1,2,6,35
19:會澤 翼,広,.172,10,1,20,15,4,0,.260,.233,.492,54,133.0,116,6,10,4,0,0,1,4,0,26
20:大盛 穂,広,.152,5,1,10,7,2,0,.200,.227,.427,59,71.0,66,10,2,2,7,4,0,1,1,22
22:羽月 隆太郎,広,.149,4,0,7,6,1,0,.216,.170,.386,50,53.0,47,10,4,0,20,14,0,3,0,12
24:韮澤 雄也,広,.140,3,0,7,5,2,0,.218,.180,.398,45,55.0,50,5,6,0,0,0,0,3,1,13
31:九里 亜蓮,広,.044,0,0,2,2,0,0,.044,.044,.089,26,54.0,45,1,0,0,0,0,0,0,2,25
1:外崎 修汰,西,.260,54,12,131,88,28,3,.338,.400,.738,136,571.0,503,60,56,5,29,26,4,11,13,114
2:マキノン,西,.259,50,15,120,86,17,2,.327,.401,.728,127,514.0,464,50,48,0,2,1,2,7,2,91
4:佐藤 龍世,西,.263,16,3,55,40,9,3,.390,.378,.768,91,257.0,209,27,42,2,3,2,1,6,11,41
5:中村 剛也,西,.258,40,17,73,44,12,0,.339,.481,.819,88,322.0,283,34,34,5,1,1,3,7,0,76
6:源田 壮亮,西,.257,22,0,102,89,9,4,.307,.300,.607,100,435.0,397,30,26,3,11,5,1,5,9,82
7:山川 穂高,西,.254,5,0,15,11,4,0,.290,.322,.612,17,62.0,59,3,3,0,0,0,0,1,2,17
8:平沼 翔太,西,.245,6,2,25,19,2,2,.284,.363,.647,67,110.0,102,16,5,1,4,3,1,3,1,18
9:若林 楽人,西,.244,7,1,22,15,5,1,.261,.356,.616,36,94.0,90,7,2,0,6,4,0,2,0,30
10:鈴木 将平,西,.240,15,0,58,48,8,2,.286,.289,.575,72,267.0,242,19,15,1,10,10,1,3,1,34
11:蛭間 拓哉,西,.232,20,2,46,38,6,0,.280,.293,.573,56,223.0,198,17,14,0,0,0,2,2,0,37
12:西川 愛也,西,.227,8,1,22,17,4,0,.269,.299,.568,41,109.0,97,9,5,1,4,4,1,0,0,16
13:長谷川 信哉,西,.222,12,4,40,27,9,0,.276,.339,.614,59,198.0,180,17,12,3,7,3,2,3,2,34
14:児玉 亮涼,西,.221,8,0,27,22,3,2,.244,.279,.523,56,132.0,122,11,4,0,5,2,1,2,3,30
15:古賀 悠斗,西,.218,20,2,52,36,14,0,.294,.301,.596,100,282.0,239,12,25,3,1,1,0,8,5,54
16:栗山 巧,西,.217,19,7,34,23,4,0,.346,.376,.721,77,191.0,157,17,32,1,1,1,2,7,0,32
17:ペイトン,西,.215,22,5,44,31,8,0,.266,.327,.593,57,225.0,205,18,14,1,3,1,2,6,3,46
18:愛斗,西,.214,15,4,55,33,18,0,.228,.331,.559,73,267.0,257,19,5,2,7,2,1,7,1,55
19:渡部 健人,西,.214,25,6,41,22,13,0,.273,.375,.648,57,209.0,192,17,11,5,3,2,1,2,4,63
20:岸 潤一郎,西,.209,12,3,37,29,5,0,.269,.288,.558,61,197.0,177,16,11,4,5,3,1,6,0,33
21:呉 念庭,西,.205,11,1,16,12,2,1,.319,.295,.614,41,92.0,78,8,13,0,1,1,0,2,1,25
24:柘植 世那,西,.184,13,0,23,19,4,0,.214,.216,.430,59,137.0,125,5,3,2,1,0,1,5,3,23
25:金子 侑司,西,.179,2,0,15,12,2,1,.222,.226,.448,47,91.0,84,6,4,1,3,1,1,2,0,24
27:古市 尊,西,.160,0,0,8,8,0,0,.208,.160,.368,29,56.0,50,2,2,1,1,0,0,0,1,13
1:松本 剛,日,.276,30,3,140,119,16,2,.332,.333,.665,134,561.0,507,51,40,7,24,12,3,11,1,57
2:万波 中正,日,.265,74,25,141,83,33,0,.321,.467,.788,141,582.0,533,69,43,4,3,2,2,12,7,138
3:マルティネス,日,.246,66,15,95,56,24,0,.338,.425,.763,119,444.0,386,39,44,11,4,0,3,15,4,99
4:野村 佑希,日,.236,43,13,100,65,21,1,.309,.383,.692,125,473.0,423,42,42,4,5,4,4,3,4,112
9:清水 優心,日,.260,5,0,13,12,1,0,.315,.280,.595,32,60.0,50,3,4,0,1,1,0,1,3,13
11:郡司 裕也,日,.254,19,3,43,36,4,0,.319,.331,.650,55,187.0,169,15,16,0,3,2,0,4,1,30
12:清宮 幸太郎,日,.244,41,10,87,56,20,1,.344,.390,.734,99,416.0,356,41,54,3,4,2,4,6,13,69
13:奈良間 大己,日,.243,15,2,44,28,12,2,.285,.365,.650,65,196.0,181,20,9,3,4,2,1,4,6,50
15:五十幡 亮汰,日,.228,6,0,44,39,2,3,.251,.269,.521,70,205.0,193,23,4,2,23,17,0,1,2,50
17:細川 凌平,日,.216,10,1,21,14,5,1,.269,.320,.589,60,112.0,97,11,7,0,3,1,0,0,6,26
18:上川畑 大悟,日,.212,18,0,62,56,5,1,.305,.235,.541,108,346.0,293,16,35,6,7,3,1,5,10,51
19:加藤 豪将,日,.210,16,6,42,30,6,0,.284,.330,.614,62,222.0,200,18,19,3,4,3,1,1,2,35
21:アルカンタラ,日,.204,10,4,23,13,6,0,.262,.363,.625,41,125.0,113,14,9,0,1,1,0,1,2,41
22:伏見 寅威,日,.201,12,3,46,38,5,0,.241,.262,.503,89,251.0,229,13,8,4,0,0,0,4,4,42
23:谷内 亮太,日,.197,5,0,15,15,0,0,.274,.197,.471,44,88.0,76,6,8,0,0,0,0,1,2,9
24:今川 優馬,日,.197,1,0,12,11,1,0,.290,.213,.503,28,69.0,61,7,6,2,3,3,0,0,0,17
26:江越 大賀,日,.180,13,5,27,16,4,2,.244,.333,.577,100,176.0,150,17,11,2,17,9,1,0,1,77
27:福田 光輝,日,.175,7,2,10,5,3,0,.242,.333,.575,24,63.0,57,8,4,1,0,0,0,1,0,19
28:石井 一成,日,.169,4,0,14,9,3,2,.289,.253,.542,36,100.0,83,8,15,0,3,3,0,0,1,27
29:水野 達稀,日,.161,6,0,9,4,4,1,.213,.268,.481,31,62.0,56,1,4,0,2,1,1,0,3,21
30:ハンソン,日,.144,9,4,13,6,3,0,.188,.311,.499,39,96.0,90,9,5,0,3,2,1,3,2,12
37:矢澤 宏太,日,.177,4,1,17,12,4,0,.245,.250,.495,36,107.0,96,13,8,1,4,2,1,0,0,35
1:ポランコ,ロ,.242,75,26,108,67,15,0,.312,.450,.762,125,497.0,447,43,52,0,0,0,3,3,0,92
2:安田 尚憲,ロ,.238,43,9,99,66,24,0,.318,.361,.678,122,472.0,416,33,51,2,2,2,5,10,10,95
3:山口 航輝,ロ,.235,57,14,99,64,21,0,.310,.385,.695,115,474.0,421,46,49,5,0,0,5,7,8,122
4:中村 奨吾,ロ,.220,48,11,112,78,23,0,.299,.331,.630,137,584.0,508,61,54,7,3,3,4,20,6,89
5:石川 慎吾,ロ,.348,10,2,39,31,6,0,.381,.455,.837,44,118.0,112,10,7,0,0,0,0,2,0,20
6:角中 勝也,ロ,.296,39,9,64,38,16,1,.357,.505,.861,86,244.0,216,20,23,1,1,1,3,0,2,43
7:茶谷 健太,ロ,.284,9,0,48,41,6,1,.333,.331,.665,79,187.0,169,18,11,2,2,2,1,2,2,26
8:岡 大海,ロ,.282,33,7,90,64,16,3,.371,.417,.788,109,372.0,319,50,37,8,19,15,0,5,4,56
9:藤岡 裕大,ロ,.277,22,1,86,65,20,0,.389,.352,.741,93,380.0,310,34,55,4,9,7,2,4,6,66
10:池田 来翔,ロ,.269,8,2,28,19,6,1,.327,.404,.731,40,118.0,104,17,6,3,0,0,0,1,2,17
11:和田 康士朗,ロ,.265,9,3,26,17,4,2,.345,.439,.784,80,113.0,98,30,9,3,21,20,0,0,0,32
12:友杉 篤輝,ロ,.254,9,0,47,40,7,0,.287,.292,.579,64,209.0,185,21,9,0,12,9,1,1,6,31
14:荻野 貴司,ロ,.240,19,1,44,34,8,1,.302,.311,.613,50,203.0,183,19,12,6,1,1,2,4,1,16
15:藤原 恭大,ロ,.238,21,3,78,58,15,2,.285,.323,.608,103,361.0,328,35,18,4,7,5,1,3,2,78
17:佐藤 都志也,ロ,.218,22,4,52,35,12,1,.289,.326,.616,103,278.0,239,19,22,3,2,0,2,4,5,45
18:ブロッソー,ロ,.191,11,1,26,15,10,0,.218,.287,.504,37,147.0,136,9,2,4,0,0,5,1,5,30
20:井上 晴哉,ロ,.179,8,1,17,10,6,0,.255,.274,.528,32,106.0,95,3,9,1,1,1,1,2,2,24
21:平沢 大河,ロ,.170,8,3,23,19,1,0,.311,.244,.555,57,170.0,135,19,25,3,4,3,1,4,2,43
22:田村 龍弘,ロ,.166,19,2,30,25,3,0,.226,.215,.442,78,214.0,181,6,13,2,1,0,3,3,5,38
1:浅村 栄斗,楽,.274,78,26,143,97,20,0,.368,.462,.829,143,601.0,522,64,79,3,3,2,1,9,7,108
2:辰己 涼介,楽,.263,43,9,114,84,16,5,.341,.385,.726,133,495.0,434,45,40,12,17,13,1,3,1,99
3:小深田 大翔,楽,.258,37,5,123,104,8,6,.329,.331,.660,134,549.0,477,67,48,3,42,36,1,8,15,83
5:岡島 豪郎,楽,.266,43,6,96,70,20,0,.327,.371,.698,114,410.0,361,33,34,3,5,3,7,10,2,67
6:小郷 裕哉,楽,.262,49,10,102,73,16,3,.321,.395,.716,120,441.0,390,53,36,1,21,13,6,3,5,85
7:村林 一輝,楽,.256,32,2,77,59,14,2,.311,.336,.647,98,340.0,301,35,21,4,16,11,2,12,9,55
8:阿部 寿樹,楽,.255,24,4,55,33,17,1,.340,.398,.738,78,253.0,216,16,28,2,0,0,2,12,4,47
9:伊藤 裕季也,楽,.245,16,5,46,34,6,1,.301,.367,.668,87,216.0,188,20,15,1,5,3,2,3,6,48
10:鈴木 大地,楽,.244,27,5,61,46,9,1,.330,.348,.678,101,292.0,250,25,24,9,2,0,2,6,4,36
11:太田 光,楽,.243,14,3,42,33,6,0,.356,.329,.686,104,233.0,173,19,27,4,1,1,1,4,2,47
12:島内 宏明,楽,.236,38,7,76,56,13,0,.325,.342,.667,104,369.0,322,21,42,3,2,2,3,5,1,41
13:炭谷 銀仁朗,楽,.221,10,1,29,26,2,0,.259,.260,.519,65,145.0,131,9,5,2,0,0,1,2,0,23
14:フランコ,楽,.221,32,12,69,46,11,0,.272,.372,.644,95,334.0,312,31,21,1,0,0,0,11,4,52
15:安田 悠馬,楽,.218,7,3,24,19,2,0,.323,.318,.641,53,127.0,110,7,16,1,0,0,0,5,1,25
16:山﨑 剛,楽,.203,19,2,53,40,6,5,.303,.287,.591,117,307.0,261,29,37,3,19,13,1,9,8,58
18:西川 遥輝,楽,.181,4,1,13,9,2,1,.286,.278,.563,35,87.0,72,11,11,0,2,2,1,0,0,24
19:渡邊 佳明,楽,.143,3,0,7,7,0,0,.222,.143,.365,25,57.0,49,3,5,0,0,0,0,3,0,7
1:頓宮 裕真,オ,.307,49,16,123,84,23,0,.378,.484,.862,113,451.0,401,49,41,6,0,0,2,11,11,69
2:森 友哉,オ,.294,64,18,113,69,24,2,.385,.508,.893,110,453.0,384,49,58,7,5,4,7,9,0,61
3:紅林 弘太郎,オ,.275,39,8,122,94,19,1,.318,.377,.695,127,482.0,443,37,28,1,10,4,3,19,6,63
4:中川 圭太,オ,.269,55,12,136,90,29,5,.334,.417,.751,135,563.0,506,66,43,7,10,5,1,9,3,90
5:宗 佑磨,オ,.245,22,2,105,83,17,3,.309,.313,.622,122,478.0,428,38,37,4,2,1,1,9,9,55
6:小田 裕也,オ,.290,8,1,18,12,5,0,.333,.419,.753,77,68.0,62,15,2,2,7,5,0,1,0,15
7:宜保 翔,オ,.279,9,0,41,36,5,0,.310,.313,.623,62,162.0,147,14,6,1,3,1,1,4,6,25
8:若月 健矢,オ,.255,17,6,73,52,14,1,.295,.374,.669,96,318.0,286,27,16,1,3,2,0,15,2,66
9:太田 椋,オ,.250,7,2,15,10,3,0,.318,.400,.718,18,70.0,60,9,3,3,0,0,0,1,2,8
10:セデーニョ,オ,.244,34,9,43,27,7,0,.278,.438,.716,57,187.0,176,12,8,1,0,0,2,5,0,47
11:杉本 裕太郎,オ,.242,41,16,82,53,12,1,.298,.425,.723,96,370.0,339,34,20,9,1,0,2,2,0,101
12:茶野 篤政,オ,.237,23,1,74,66,7,0,.291,.269,.560,91,344.0,312,37,16,8,12,7,1,1,0,76
13:野口 智哉,オ,.226,19,2,51,35,11,3,.306,.327,.633,76,257.0,226,19,21,5,6,4,0,3,1,70
14:ゴンザレス,オ,.217,38,12,65,39,14,0,.266,.385,.650,84,321.0,299,28,15,5,2,2,1,3,2,85
16:廣岡 大志,オ,.200,9,1,18,12,4,1,.294,.300,.594,44,103.0,90,12,13,0,2,0,0,2,3,26
20:西野 真弘,オ,.197,8,0,24,18,6,0,.263,.246,.509,43,138.0,122,5,11,0,0,0,0,4,2,9
21:大城 滉二,オ,.196,10,1,9,5,3,0,.275,.326,.601,57,51.0,46,7,4,1,1,1,0,2,3,8
22:福田 周平,オ,.191,5,0,18,17,1,0,.306,.202,.508,36,114.0,94,6,15,1,6,5,1,1,0,15
23:シュウィンデル,オ,.188,11,1,13,9,3,0,.186,.275,.461,20,70.0,69,4,0,0,0,0,1,2,0,17
24:安達 了一,オ,.183,4,0,11,11,0,0,.246,.183,.429,23,68.0,60,4,5,0,2,1,0,0,1,18
26:渡部 遼人,オ,.171,1,0,7,5,2,0,.300,.220,.520,32,52.0,41,7,8,0,2,2,1,1,0,7
1:近藤 健介,ソ,.303,87,26,149,90,33,0,.431,.528,.959,143,613.0,492,75,116,6,7,3,6,7,1,117
2:柳田 悠岐,ソ,.299,85,22,163,109,29,3,.378,.484,.861,143,625.0,546,57,65,9,1,1,6,9,1,97
3:中村 晃,ソ,.274,37,5,140,120,13,2,.351,.337,.688,136,585.0,511,52,63,3,2,0,4,8,2,53
4:今宮 健太,ソ,.255,48,9,109,78,22,0,.300,.370,.670,126,484.0,427,38,28,2,4,4,4,14,10,58
6:三森 大貴,ソ,.260,21,5,77,62,8,2,.289,.351,.640,102,316.0,296,40,12,0,22,14,0,4,5,48
